dataset_type,primary_id,asset_id,hostname,device_type,department,location,operating_system,ip_address,mac_address,vlan,criticality,edr_installed,patch_level_days,owner_email,server_id,role,environment,os,cpu_cores,memory_gb,storage_tb,backup_enabled,network_id,vendor,firmware_version,management_ip,redundant_pair,status,control_id,control_type,platform,coverage_percent,owner_team,last_review_date,compliance_mapping,link_id,source_node,destination_node,link_type,bandwidth_mbps,latency_ms,encrypted,monitoring_enabled
devices,AST-1106,AST-1106,OPE-LAP-106,Laptop,Operations,Branch-Sfax,Ubuntu 24.04,10.40.99.87,FE:BC:88:2A:D9:28,20.0,Medium,Yes,34.0,user106@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1107,AST-1107,SAL-LAP-107,Laptop,Sales,Branch-Sousse,Ubuntu 24.04,10.20.170.76,DA:55:E3:B3:E4:15,30.0,High,Yes,39.0,user107@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1108,AST-1108,OPE-DES-108,Desktop,Operations,Branch-Sousse,macOS Sonoma,10.35.243.15,CF:BA:51:0F:49:E0,10.0,Low,Yes,4.0,user108@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1109,AST-1109,MAR-LAP-109,Laptop,Marketing,Branch-Sfax,macOS Sonoma,10.22.244.146,4E:E6:BD:BE:E3:27,10.0,High,Yes,33.0,user109@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1110,AST-1110,SUP-LAP-110,Laptop,Support,Branch-Sousse,Windows 11,10.18.64.246,5F:FF:C6:3C:86:85,10.0,High,No,13.0,user110@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1111,AST-1111,EXE-DES-111,Desktop,Executive,Branch-Sousse,Windows 11,10.25.52.32,E7:58:E3:2C:A3:B1,20.0,High,Yes,35.0,user111@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1112,AST-1112,LEG-VOI-112,VoIP Phone,Legal,Branch-Sousse,macOS Sonoma,10.37.41.183,59:B9:72:3E:66:47,60.0,Low,No,1.0,user112@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1113,AST-1113,SUP-LAP-113,Laptop,Support,Branch-Sfax,Windows 11,10.24.206.252,2C:21:9E:CB:F5:D2,50.0,Medium,Yes,8.0,user113@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1114,AST-1114,SUP-LAP-114,Laptop,Support,Branch-Sfax,Windows 11,10.24.175.133,5D:42:DD:1C:3F:4E,30.0,Medium,Yes,10.0,user114@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1115,AST-1115,SUP-LAP-115,Laptop,Support,Branch-Sfax,Windows 11,10.40.241.133,80:64:8C:40:9B:2F,30.0,High,Yes,37.0,user115@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1116,AST-1116,EXE-LAP-116,Laptop,Executive,HQ-Tunis,Ubuntu 24.04,10.29.185.231,15:0E:29:17:87:6B,50.0,High,No,39.0,user116@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1117,AST-1117,ENG-VOI-117,VoIP Phone,Engineering,Branch-Sousse,Ubuntu 24.04,10.27.75.165,7D:CF:98:E8:25:1E,30.0,Low,No,26.0,user117@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1118,AST-1118,SEC-LAP-118,Laptop,Security,Branch-Sousse,Ubuntu 24.04,10.29.37.81,B0:CC:42:BD:36:A3,60.0,Low,No,7.0,user118@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1119,AST-1119,SAL-LAP-119,Laptop,Sales,Branch-Sousse,macOS Sonoma,10.13.13.75,D6:7F:51:A7:A0:61,40.0,Low,No,32.0,user119@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1120,AST-1120,SEC-VOI-120,VoIP Phone,Security,Branch-Sousse,macOS Sonoma,10.25.6.24,EA:7B:6E:B4:18:19,40.0,Medium,No,38.0,user120@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1121,AST-1121,SEC-LAP-121,Laptop,Security,Branch-Sousse,Ubuntu 24.04,10.37.28.111,BB:CE:BB:17:CD:1A,20.0,High,Yes,23.0,user121@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1122,AST-1122,LEG-LAP-122,Laptop,Legal,Branch-Sousse,Ubuntu 24.04,10.26.116.196,3C:41:31:C9:BF:AD,50.0,High,Yes,9.0,user122@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1123,AST-1123,MAR-LAP-123,Laptop,Marketing,Branch-Sfax,Windows 11,10.26.11.12,AA:F2:E9:4C:47:A7,10.0,High,Yes,10.0,user123@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1124,AST-1124,OPE-DES-124,Desktop,Operations,Branch-Sfax,macOS Sonoma,10.19.152.87,FA:99:F3:08:BC:A9,50.0,High,Yes,26.0,user124@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1125,AST-1125,EXE-DES-125,Desktop,Executive,Branch-Sousse,Windows 11,10.33.224.177,F2:87:74:1A:F5:57,60.0,High,No,9.0,user125@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1126,AST-1126,MAR-LAP-126,Laptop,Marketing,HQ-Tunis,Ubuntu 24.04,10.32.29.49,A0:D6:4D:D3:68:D2,10.0,High,No,3.0,user126@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1127,AST-1127,FIN-LAP-127,Laptop,Finance,Branch-Sfax,Ubuntu 24.04,10.20.170.123,A0:58:EB:AF:B5:87,50.0,High,No,12.0,user127@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1128,AST-1128,MAR-LAP-128,Laptop,Marketing,Branch-Sousse,Ubuntu 24.04,10.17.242.250,6A:FA:A2:F5:B2:8C,30.0,Medium,Yes,36.0,user128@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1129,AST-1129,LEG-VOI-129,VoIP Phone,Legal,Branch-Sousse,Ubuntu 24.04,10.22.210.89,15:93:28:B1:E2:83,20.0,High,No,13.0,user129@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1130,AST-1130,MAR-LAP-130,Laptop,Marketing,Branch-Sfax,Windows 11,10.27.179.70,7A:7C:19:73:77:1A,20.0,Low,No,21.0,user130@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1131,AST-1131,SEC-DES-131,Desktop,Security,HQ-Tunis,Windows 11,10.14.2.247,D0:F3:F4:66:93:A4,50.0,Medium,Yes,5.0,user131@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1132,AST-1132,EXE-LAP-132,Laptop,Executive,HQ-Tunis,Windows 11,10.33.218.240,D5:5A:12:CB:FD:5F,10.0,High,Yes,2.0,user132@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1133,AST-1133,ENG-LAP-133,Laptop,Engineering,Branch-Sousse,Ubuntu 24.04,10.13.238.252,E8:FC:44:EF:8B:62,30.0,Low,Yes,10.0,user133@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1134,AST-1134,SEC-LAP-134,Laptop,Security,Branch-Sfax,Ubuntu 24.04,10.15.4.189,62:59:CF:DA:A7:2C,30.0,Medium,Yes,11.0,user134@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1135,AST-1135,FIN-LAP-135,Laptop,Finance,Branch-Sousse,Windows 11,10.17.2.67,E4:88:A8:9A:05:85,40.0,High,Yes,44.0,user135@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1136,AST-1136,MAR-DES-136,Desktop,Marketing,HQ-Tunis,macOS Sonoma,10.24.79.41,9F:3C:97:BC:71:70,40.0,Low,No,9.0,user136@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1137,AST-1137,SEC-PRI-137,Printer,Security,Branch-Sfax,Ubuntu 24.04,10.21.107.180,6F:7E:29:E4:B9:27,50.0,High,Yes,3.0,user137@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1138,AST-1138,LEG-LAP-138,Laptop,Legal,Branch-Sfax,macOS Sonoma,10.27.39.43,E2:3B:69:FA:2E:E4,30.0,Low,No,8.0,user138@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1139,AST-1139,LEG-LAP-139,Laptop,Legal,Branch-Sousse,Ubuntu 24.04,10.11.144.119,0B:CA:82:01:6F:25,60.0,Low,No,22.0,user139@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1140,AST-1140,HR-PRI-140,Printer,HR,Branch-Sfax,Windows 11,10.39.229.18,92:D1:5C:45:D7:BF,40.0,Medium,No,24.0,user140@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1141,AST-1141,OPE-DES-141,Desktop,Operations,HQ-Tunis,macOS Sonoma,10.31.224.139,B2:3C:5B:C9:41:72,20.0,Low,Yes,19.0,user141@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1142,AST-1142,SEC-DES-142,Desktop,Security,Branch-Sfax,Windows 11,10.23.137.98,EB:B1:4F:8D:60:39,20.0,Low,No,39.0,user142@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1143,AST-1143,ENG-LAP-143,Laptop,Engineering,HQ-Tunis,macOS Sonoma,10.13.153.9,18:7D:16:CD:E0:77,40.0,High,Yes,3.0,user143@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1144,AST-1144,FIN-PRI-144,Printer,Finance,Branch-Sfax,macOS Sonoma,10.17.209.235,A3:A4:79:9A:49:71,60.0,Medium,Yes,17.0,user144@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1145,AST-1145,ENG-VOI-145,VoIP Phone,Engineering,Branch-Sfax,macOS Sonoma,10.38.189.234,DA:FD:18:B0:C3:A3,20.0,High,No,26.0,user145@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1146,AST-1146,FIN-LAP-146,Laptop,Finance,Branch-Sousse,Windows 11,10.34.138.122,99:49:ED:1D:D3:D5,20.0,High,Yes,24.0,user146@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1147,AST-1147,MAR-LAP-147,Laptop,Marketing,Branch-Sousse,Ubuntu 24.04,10.30.21.237,2F:61:1A:89:C1:14,40.0,Low,Yes,37.0,user147@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1148,AST-1148,LEG-LAP-148,Laptop,Legal,HQ-Tunis,Windows 11,10.37.233.86,6C:61:3C:F5:7C:68,30.0,Medium,Yes,35.0,user148@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1149,AST-1149,SUP-LAP-149,Laptop,Support,Branch-Sousse,Ubuntu 24.04,10.27.167.92,B8:FE:EE:32:F0:A3,30.0,Low,Yes,20.0,user149@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1150,AST-1150,OPE-LAP-150,Laptop,Operations,HQ-Tunis,Ubuntu 24.04,10.17.190.38,D5:97:4E:64:A8:75,10.0,Medium,Yes,31.0,user150@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1151,AST-1151,LEG-VOI-151,VoIP Phone,Legal,Branch-Sfax,macOS Sonoma,10.20.66.196,FB:EB:56:B4:56:47,40.0,High,No,11.0,user151@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1152,AST-1152,LEG-PRI-152,Printer,Legal,Branch-Sfax,macOS Sonoma,10.26.9.215,18:03:D3:46:76:22,10.0,High,Yes,0.0,user152@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1153,AST-1153,MAR-LAP-153,Laptop,Marketing,Branch-Sfax,macOS Sonoma,10.11.159.164,F7:F9:08:03:D2:06,60.0,Low,Yes,34.0,user153@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1154,AST-1154,SAL-LAP-154,Laptop,Sales,HQ-Tunis,Windows 11,10.32.173.111,31:4C:7B:62:81:B5,20.0,Medium,No,5.0,user154@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1155,AST-1155,SUP-LAP-155,Laptop,Support,Branch-Sousse,Ubuntu 24.04,10.17.254.179,29:10:2F:CF:C2:C1,20.0,High,No,3.0,user155@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1156,AST-1156,ENG-LAP-156,Laptop,Engineering,Branch-Sfax,Ubuntu 24.04,10.25.217.112,30:15:75:6C:F3:8A,60.0,Low,Yes,43.0,user156@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1157,AST-1157,SAL-LAP-157,Laptop,Sales,Branch-Sfax,Windows 11,10.11.46.238,6A:49:CB:27:99:53,30.0,High,Yes,36.0,user157@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1158,AST-1158,OPE-VOI-158,VoIP Phone,Operations,Branch-Sfax,Windows 11,10.20.99.194,28:B1:1B:32:DF:76,60.0,Low,Yes,38.0,user158@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1159,AST-1159,EXE-LAP-159,Laptop,Executive,Branch-Sfax,Ubuntu 24.04,10.34.84.8,E6:FB:74:B6:C0:DD,60.0,Low,No,5.0,user159@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1160,AST-1160,EXE-DES-160,Desktop,Executive,Branch-Sousse,Windows 11,10.32.19.22,C2:4E:C7:A2:B8:36,30.0,Low,Yes,19.0,user160@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1161,AST-1161,SEC-DES-161,Desktop,Security,Branch-Sousse,Ubuntu 24.04,10.13.34.23,E5:D0:34:0D:2D:B5,20.0,High,Yes,38.0,user161@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1162,AST-1162,EXE-VOI-162,VoIP Phone,Executive,Branch-Sousse,Windows 11,10.10.75.106,7C:56:C2:56:47:89,40.0,Medium,Yes,31.0,user162@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1163,AST-1163,FIN-LAP-163,Laptop,Finance,HQ-Tunis,Windows 11,10.18.108.77,B8:80:7E:FD:64:EA,40.0,Low,Yes,19.0,user163@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1164,AST-1164,ENG-LAP-164,Laptop,Engineering,Branch-Sousse,Ubuntu 24.04,10.29.98.206,AB:DC:45:99:A4:66,30.0,Medium,Yes,11.0,user164@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1165,AST-1165,OPE-LAP-165,Laptop,Operations,Branch-Sousse,Windows 11,10.32.163.126,A6:C0:8F:C9:BA:3A,50.0,High,Yes,37.0,user165@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1166,AST-1166,LEG-DES-166,Desktop,Legal,HQ-Tunis,Ubuntu 24.04,10.27.7.244,6B:E0:95:23:D1:FF,60.0,Low,Yes,15.0,user166@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1167,AST-1167,SAL-LAP-167,Laptop,Sales,Branch-Sfax,Ubuntu 24.04,10.23.203.97,F5:CD:D6:12:B8:2B,10.0,Low,Yes,42.0,user167@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1168,AST-1168,SUP-DES-168,Desktop,Support,HQ-Tunis,macOS Sonoma,10.11.145.252,CC:A9:DC:36:05:32,60.0,Medium,Yes,32.0,user168@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1169,AST-1169,LEG-LAP-169,Laptop,Legal,Branch-Sfax,Ubuntu 24.04,10.28.57.115,ED:4D:B0:0C:F7:35,30.0,Medium,No,5.0,user169@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1170,AST-1170,HR-LAP-170,Laptop,HR,Branch-Sfax,macOS Sonoma,10.19.88.117,F7:B2:F3:31:E0:E7,20.0,Medium,Yes,19.0,user170@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1171,AST-1171,ENG-LAP-171,Laptop,Engineering,Branch-Sfax,macOS Sonoma,10.37.88.166,54:7C:59:51:A9:DA,10.0,Medium,Yes,25.0,user171@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1172,AST-1172,FIN-DES-172,Desktop,Finance,HQ-Tunis,macOS Sonoma,10.23.102.8,65:E6:DB:C7:02:6D,60.0,Low,Yes,45.0,user172@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1173,AST-1173,HR-LAP-173,Laptop,HR,Branch-Sfax,Ubuntu 24.04,10.37.138.48,64:EA:3A:86:FA:A0,30.0,High,No,39.0,user173@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1174,AST-1174,OPE-LAP-174,Laptop,Operations,Branch-Sfax,Windows 11,10.21.217.118,98:2B:44:A0:3C:7A,50.0,Medium,Yes,11.0,user174@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1175,AST-1175,SUP-LAP-175,Laptop,Support,Branch-Sfax,macOS Sonoma,10.22.108.153,C4:D8:5F:F9:58:55,20.0,Medium,Yes,8.0,user175@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1176,AST-1176,FIN-DES-176,Desktop,Finance,Branch-Sousse,Windows 11,10.29.14.222,F8:45:63:C4:FD:D1,30.0,High,No,26.0,user176@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1177,AST-1177,SEC-LAP-177,Laptop,Security,Branch-Sousse,Ubuntu 24.04,10.28.8.204,10:8C:73:93:56:EA,20.0,High,No,35.0,user177@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1178,AST-1178,LEG-LAP-178,Laptop,Legal,HQ-Tunis,macOS Sonoma,10.18.199.140,15:E1:6F:D9:34:7E,30.0,Medium,Yes,28.0,user178@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1179,AST-1179,SAL-VOI-179,VoIP Phone,Sales,Branch-Sousse,Windows 11,10.12.113.222,6B:B3:DB:54:47:69,10.0,Low,Yes,36.0,user179@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1180,AST-1180,SUP-LAP-180,Laptop,Support,Branch-Sfax,Ubuntu 24.04,10.27.44.83,94:88:30:45:D2:1E,60.0,Medium,Yes,44.0,user180@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1181,AST-1181,FIN-LAP-181,Laptop,Finance,HQ-Tunis,Ubuntu 24.04,10.20.213.64,FA:48:89:D4:C0:E7,60.0,Low,Yes,25.0,user181@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1182,AST-1182,LEG-LAP-182,Laptop,Legal,Branch-Sfax,Ubuntu 24.04,10.39.225.95,A7:01:2F:EA:B7:20,40.0,High,No,13.0,user182@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1183,AST-1183,OPE-LAP-183,Laptop,Operations,HQ-Tunis,macOS Sonoma,10.20.213.73,42:F8:AF:18:17:32,30.0,High,No,1.0,user183@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1184,AST-1184,HR-LAP-184,Laptop,HR,HQ-Tunis,Windows 11,10.10.254.246,43:9A:51:8C:2F:B8,40.0,Medium,Yes,23.0,user184@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1185,AST-1185,FIN-LAP-185,Laptop,Finance,HQ-Tunis,Ubuntu 24.04,10.19.186.180,2E:30:00:6D:F4:27,20.0,Low,Yes,33.0,user185@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1186,AST-1186,SEC-LAP-186,Laptop,Security,HQ-Tunis,macOS Sonoma,10.20.210.31,43:F4:24:75:C4:2D,40.0,High,Yes,6.0,user186@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1187,AST-1187,SUP-VOI-187,VoIP Phone,Support,Branch-Sousse,macOS Sonoma,10.14.98.199,49:23:04:54:E1:B3,20.0,High,Yes,40.0,user187@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1188,AST-1188,FIN-DES-188,Desktop,Finance,Branch-Sousse,Windows 11,10.24.221.56,47:3F:C4:B3:DB:A1,10.0,Low,Yes,17.0,user188@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1189,AST-1189,HR-LAP-189,Laptop,HR,HQ-Tunis,macOS Sonoma,10.29.185.156,0D:9A:69:60:C8:97,30.0,High,Yes,15.0,user189@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1190,AST-1190,SEC-LAP-190,Laptop,Security,Branch-Sousse,macOS Sonoma,10.25.164.153,06:B8:A2:43:C6:D7,10.0,Medium,Yes,30.0,user190@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1191,AST-1191,HR-LAP-191,Laptop,HR,HQ-Tunis,Windows 11,10.10.68.56,CB:92:D4:D8:CD:2A,10.0,High,Yes,17.0,user191@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1192,AST-1192,HR-LAP-192,Laptop,HR,Branch-Sousse,macOS Sonoma,10.39.53.250,A7:C8:21:9E:DF:7A,20.0,Low,Yes,5.0,user192@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1193,AST-1193,OPE-LAP-193,Laptop,Operations,HQ-Tunis,macOS Sonoma,10.29.15.80,59:3D:06:46:05:53,60.0,Medium,Yes,33.0,user193@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1194,AST-1194,LEG-LAP-194,Laptop,Legal,Branch-Sfax,macOS Sonoma,10.21.33.192,3C:0F:AB:DB:8B:20,30.0,Medium,Yes,31.0,user194@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1195,AST-1195,SEC-LAP-195,Laptop,Security,Branch-Sfax,Ubuntu 24.04,10.25.220.146,50:82:34:3B:74:01,20.0,Low,Yes,15.0,user195@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1196,AST-1196,ENG-LAP-196,Laptop,Engineering,Branch-Sousse,macOS Sonoma,10.39.39.46,D6:72:A4:7F:D5:A3,10.0,Medium,Yes,36.0,user196@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1197,AST-1197,SUP-LAP-197,Laptop,Support,HQ-Tunis,macOS Sonoma,10.38.14.46,17:CD:23:EE:90:9F,20.0,Medium,Yes,35.0,user197@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1198,AST-1198,SEC-LAP-198,Laptop,Security,HQ-Tunis,macOS Sonoma,10.19.145.201,7C:ED:BC:FC:64:7D,30.0,Low,Yes,26.0,user198@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1199,AST-1199,ENG-LAP-199,Laptop,Engineering,HQ-Tunis,Ubuntu 24.04,10.30.215.178,00:C0:9D:35:69:79,10.0,Medium,No,3.0,user199@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1200,AST-1200,FIN-LAP-200,Laptop,Finance,Branch-Sfax,Ubuntu 24.04,10.11.236.60,BE:EA:2B:30:44:C9,50.0,Low,Yes,27.0,user200@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1201,AST-1201,FIN-LAP-201,Laptop,Finance,HQ-Tunis,macOS Sonoma,10.37.81.238,A7:A2:E7:8B:77:26,40.0,Low,Yes,37.0,user201@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1202,AST-1202,HR-LAP-202,Laptop,HR,HQ-Tunis,Windows 11,10.24.120.81,B7:6A:E7:9D:ED:87,40.0,Low,Yes,10.0,user202@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1203,AST-1203,SAL-DES-203,Desktop,Sales,Branch-Sfax,Windows 11,10.11.56.214,2E:7F:B6:CA:19:99,30.0,Medium,Yes,1.0,user203@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1204,AST-1204,OPE-LAP-204,Laptop,Operations,Branch-Sousse,Windows 11,10.27.64.25,47:3E:06:1F:71:42,40.0,Low,No,23.0,user204@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1205,AST-1205,HR-LAP-205,Laptop,HR,Branch-Sfax,Windows 11,10.39.209.20,65:E3:41:2F:A9:3E,10.0,Low,No,3.0,user205@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1206,AST-1206,FIN-LAP-206,Laptop,Finance,Branch-Sfax,Ubuntu 24.04,10.33.102.128,DA:58:B5:6D:5F:8C,10.0,Medium,No,9.0,user206@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1207,AST-1207,ENG-DES-207,Desktop,Engineering,Branch-Sfax,Ubuntu 24.04,10.17.166.76,F5:1F:2C:8F:C4:46,40.0,Medium,Yes,41.0,user207@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1208,AST-1208,LEG-DES-208,Desktop,Legal,HQ-Tunis,Ubuntu 24.04,10.35.140.204,B7:F5:F8:B0:A4:C6,10.0,Medium,Yes,1.0,user208@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1209,AST-1209,SUP-LAP-209,Laptop,Support,Branch-Sfax,Windows 11,10.38.208.200,F1:B7:77:51:33:7E,30.0,High,Yes,17.0,user209@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1210,AST-1210,LEG-LAP-210,Laptop,Legal,Branch-Sfax,Ubuntu 24.04,10.40.57.148,58:5A:79:A2:B7:0E,40.0,High,Yes,36.0,user210@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1211,AST-1211,EXE-LAP-211,Laptop,Executive,HQ-Tunis,macOS Sonoma,10.16.215.253,9E:59:FB:13:2E:1C,40.0,Low,Yes,1.0,user211@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
